annual_income,age,total_debt,debt_to_income,credit_utilization,num_open_accounts,num_late_payments_2yrs,years_credit_history,loan_amount_requested,employment_years,creditworthy
59873.74,45,22698.5,0.3791,0.023,3,2,7.15,2280.04,7.5,0
59899.33,39,5555.56,0.0927,0.1048,5,1,7.01,17902.72,1.85,1
44861.14,53,3260.81,0.0727,0.3998,2,4,9.89,24807.67,11.29,0
45579.23,22,8920.38,0.1957,0.2485,2,3,15.11,13119.99,3.78,0
59641.0,35,17878.47,0.2998,0.3798,2,0,19.58,22816.42,2.99,1
26038.31,42,32825.73,1.2607,0.5241,5,1,13.71,8645.34,8.79,0
26850.72,30,0.0,0.0,0.2004,5,1,13.18,15314.18,4.43,1
40631.12,38,12351.25,0.304,0.0978,2,2,11.26,500.0,2.27,1
50731.06,42,0.0,0.0,0.2774,7,0,6.75,7121.43,3.35,1
61218.15,47,0.0,0.0,0.3196,7,0,13.59,13349.3,9.42,1
84507.12,33,26603.48,0.3148,0.3408,3,1,9.91,17357.83,3.41,1
72153.19,53,21535.49,0.2985,0.7175,6,4,24.17,15493.06,6.8,0
51801.23,25,20393.2,0.3937,0.6841,4,2,12.99,22242.57,1.23,0
54619.68,46,26052.31,0.477,0.2815,4,4,8.62,500.0,10.14,0
34949.41,33,9243.37,0.2645,0.2064,9,3,4.41,23757.97,11.81,1
54629.74,47,9808.35,0.1795,0.1493,7,0,8.92,6290.46,5.47,1
49226.83,34,41228.77,0.8375,0.4766,5,0,13.78,2171.1,3.79,0
61454.37,44,12041.15,0.1959,0.1561,3,0,17.22,20295.98,8.17,1
38455.38,23,23821.59,0.6195,0.4178,6,1,9.85,3100.4,4.89,0
65386.93,50,15076.58,0.2306,0.3401,4,0,12.18,23308.73,4.55,1
85654.78,55,0.0,0.0,0.1871,1,0,5.97,500.0,0.92,1
52824.8,34,0.0,0.0,0.3008,3,1,16.55,5954.45,4.0,1
63034.23,32,8052.19,0.1277,0.2504,1,1,18.86,19016.6,4.07,1
68802.88,48,27673.22,0.4022,0.1877,2,1,1.54,17378.64,5.35,1
46975.59,64,24459.5,0.5207,0.1563,5,0,12.5,500.0,14.45,0
59481.85,49,25968.93,0.4366,0.3812,9,1,10.25,6689.98,4.7,0
55251.85,63,3155.45,0.0571,0.2031,4,3,6.45,500.0,10.99,1
56953.52,37,34390.47,0.6038,0.1883,3,2,8.22,13108.05,3.74,1
39539.8,60,3421.28,0.0865,0.1923,4,1,17.89,12409.34,2.55,1
55490.2,41,17553.89,0.3163,0.2804,5,1,7.71,10018.42,4.74,1
64959.97,43,14875.77,0.229,0.4907,4,0,10.31,11146.3,11.74,1
84022.87,40,12913.51,0.1537,0.1859,6,1,4.93,3187.79,11.17,1
74185.42,31,31063.11,0.4187,0.27,4,2,11.71,6127.9,4.3,0
98063.65,54,6538.67,0.0667,0.514,3,3,6.18,20533.55,9.36,1
39653.05,30,0.0,0.0,0.2324,7,2,8.91,8082.5,3.43,1
72446.41,30,15239.95,0.2104,0.1509,5,3,6.21,7427.98,10.71,1
58666.84,63,10202.08,0.1739,0.2425,2,1,5.68,21118.39,11.42,1
98796.06,26,55528.6,0.5621,0.3662,4,2,6.2,2568.8,2.65,0
38834.03,56,23118.09,0.5953,0.1809,3,2,6.01,23837.2,5.89,1
38205.56,44,10087.91,0.264,0.2613,2,2,6.15,24518.18,5.72,0
43012.15,32,2326.66,0.0541,0.4327,6,2,9.77,3875.76,3.19,1
12522.09,63,0.0,0.0,0.3472,3,0,5.57,19365.25,3.95,1
44484.9,43,2697.37,0.0606,0.039,2,2,9.01,500.0,0.89,0
39817.35,47,16379.3,0.4114,0.4451,3,1,9.58,12813.9,8.12,0
58007.88,57,32127.94,0.5539,0.1514,5,2,17.07,3931.46,10.99,0
61835.12,26,28460.27,0.4603,0.1623,5,2,19.43,16042.41,6.87,0
92523.42,21,17749.14,0.1918,0.2943,7,2,17.5,14518.88,3.98,1
74008.48,26,11121.99,0.1503,0.3663,3,2,7.63,9786.56,6.03,0
43461.93,42,18225.75,0.4193,0.6674,0,0,11.5,3255.7,7.13,0
37031.71,61,8776.34,0.237,0.123,3,0,8.04,19338.37,3.77,0
64838.38,44,35620.37,0.5494,0.3304,0,1,10.66,11749.56,10.11,0
28595.34,45,12729.72,0.4452,0.4036,5,0,10.43,6340.69,5.09,0
91629.18,35,13963.95,0.1524,0.2317,4,3,8.26,7893.66,7.25,1
78588.8,46,0.0,0.0,0.5542,5,0,5.11,11235.35,4.14,1
45616.49,28,12654.78,0.2774,0.6513,7,1,4.78,11205.68,4.23,0
20737.31,44,25037.81,1.2074,0.3365,5,3,6.24,14479.21,6.02,0
82077.45,58,2187.33,0.0266,0.0892,9,1,5.54,19646.69,2.82,1
52709.2,26,5991.36,0.1137,0.0858,3,0,12.98,20379.97,7.16,0
79756.33,55,24512.53,0.3073,0.3096,2,1,13.61,10188.63,8.72,1
23111.45,62,0.0,0.0,0.3498,3,1,8.56,15400.27,11.56,1
43012.5,21,27693.61,0.6439,0.5088,7,1,11.35,10394.9,9.42,0
55104.87,56,8614.27,0.1563,0.2895,1,1,12.86,21707.83,10.27,0
55939.61,32,10337.18,0.1848,0.2436,8,0,10.67,10940.77,2.57,1
45998.69,58,1513.46,0.0329,0.3143,4,3,7.63,12967.74,5.04,1
67457.0,31,19536.56,0.2896,0.2768,1,2,13.91,11793.68,3.19,1
33647.59,32,44518.46,1.3231,0.2001,5,3,5.51,15688.5,5.1,0
52152.41,62,24377.97,0.4674,0.6213,4,0,7.74,17051.87,14.54,0
57405.91,59,4628.58,0.0806,0.3128,2,2,3.75,23080.48,11.32,0
65288.78,27,28627.45,0.4385,0.0907,7,1,7.02,21691.46,5.85,1
69232.3,31,11199.85,0.1618,0.2717,6,4,8.27,12345.92,10.23,1
32507.16,56,31493.82,0.9688,0.4525,3,0,12.9,11655.53,7.04,0
24317.72,51,24680.12,1.0149,0.3439,6,1,6.96,10199.96,4.22,0
80553.54,53,0.0,0.0,0.1754,4,1,13.25,20065.52,6.19,1
61646.28,33,2951.04,0.0479,0.6207,9,1,7.41,13962.54,10.81,0
40030.27,38,26332.62,0.6578,0.4008,4,0,3.2,31693.57,4.72,0
86023.04,61,16819.89,0.1955,0.1284,3,1,8.73,11491.59,6.22,1
57313.49,44,2714.93,0.0474,0.0943,1,1,11.26,24171.95,9.07,1
78585.94,29,7396.93,0.0941,0.1776,3,0,15.65,24241.52,6.42,1
56350.37,51,0.0,0.0,0.0353,4,1,19.61,24028.35,4.79,1
96214.96,61,13939.52,0.1449,0.5738,4,2,8.07,9363.33,4.89,1
90106.82,30,41528.28,0.4609,0.2544,2,0,9.38,11325.52,3.45,0
50020.72,22,24659.2,0.493,0.1008,3,0,17.41,10703.26,3.31,1
74431.42,58,41285.0,0.5547,0.2705,3,4,11.75,23788.63,3.0,0
67907.52,35,25588.77,0.3768,0.0893,1,1,10.12,8398.56,8.92,1
82372.63,23,27329.75,0.3318,0.4531,4,1,3.04,7373.36,2.07,1
35701.53,63,38688.94,1.0837,0.3781,1,0,13.2,17550.48,7.36,0
68721.03,51,19527.16,0.2842,0.3913,8,1,12.6,1377.94,8.52,1
76168.49,26,12753.27,0.1674,0.2898,2,1,5.68,18145.37,2.79,0
19825.21,23,27391.89,1.3817,0.3461,5,2,12.12,2870.26,2.94,0
31334.83,31,32446.08,1.0355,0.2259,1,0,16.31,8706.53,4.01,0
14215.36,35,9240.42,0.65,0.412,4,2,6.69,21243.39,7.42,0
49611.86,48,6341.17,0.1278,0.4036,4,2,11.12,7553.93,3.33,0
69350.85,30,16666.27,0.2403,0.2967,4,2,3.92,14452.34,3.99,0
85047.14,58,24977.99,0.2937,0.5219,3,2,8.56,21669.41,4.66,0
56481.9,27,24577.09,0.4351,0.4522,3,0,6.74,2889.77,3.81,1
87572.31,35,0.0,0.0,0.1193,5,0,16.42,13384.86,5.28,1
27397.97,38,37939.27,1.3847,0.123,7,1,12.74,17174.8,7.43,0
20932.35,38,7306.02,0.349,0.093,7,1,13.18,641.04,10.39,0
53889.05,61,11819.22,0.2193,0.1597,5,0,6.33,3698.37,4.3,0
62681.31,44,4168.15,0.0665,0.3442,6,0,7.37,24926.34,7.79,1
54346.11,22,47379.95,0.8718,0.6918,2,2,12.74,2831.45,6.52,0
13651.16,60,17904.85,1.3116,0.2877,1,0,8.69,9203.42,3.66,0
53217.6,40,4788.3,0.09,0.3135,5,2,20.88,500.0,6.83,1
28910.61,54,25367.08,0.8774,0.3809,3,1,11.28,5713.45,16.16,0
68393.45,63,24229.63,0.3543,0.3512,6,3,10.43,18209.33,2.74,0
62331.96,46,12747.28,0.2045,0.1707,1,0,6.78,19668.55,5.42,1
36202.4,27,25087.28,0.693,0.2075,5,1,15.94,18350.2,3.45,0
44722.66,58,5096.5,0.114,0.3666,3,2,8.86,11721.21,9.3,0
33815.73,50,9084.98,0.2687,0.2147,4,0,24.63,3399.51,3.87,1
53746.42,62,0.0,0.0,0.2237,5,0,12.4,15308.0,8.72,1
74102.85,25,0.0,0.0,0.2151,3,1,7.38,8467.54,0.76,0
35285.48,31,36691.57,1.0398,0.3967,3,1,6.13,500.0,9.35,0
65080.93,21,34697.14,0.5331,0.1376,3,2,9.48,12231.11,6.2,0
44394.85,54,15789.46,0.3557,0.2044,5,0,6.68,22160.51,1.73,1
39142.54,21,34955.18,0.893,0.6426,5,1,3.59,20882.65,6.57,0
52859.39,39,13079.11,0.2474,0.4043,2,1,2.24,21420.12,3.61,0
34295.15,22,12079.08,0.3522,0.1412,4,4,11.05,14422.31,5.82,0
43927.01,41,15678.13,0.3569,0.3196,5,0,10.7,4562.99,15.6,0
31042.44,40,13500.94,0.4349,0.1513,11,2,8.29,16696.9,3.79,0
94294.5,43,12417.64,0.1317,0.6704,4,3,32.51,13208.78,9.82,1
55705.27,41,28720.78,0.5156,0.1226,0,0,10.12,9943.13,5.34,0
41005.49,44,16801.63,0.4097,0.1363,5,2,28.18,17334.14,3.79,0
59279.6,24,23549.78,0.3973,0.3773,4,0,8.2,15654.65,5.44,0
52753.44,32,27376.57,0.519,0.1799,1,2,9.24,7042.02,2.86,0
50580.61,42,19658.23,0.3887,0.5116,9,0,12.79,6669.48,2.48,0
67283.33,40,3356.74,0.0499,0.3315,0,3,4.47,2778.03,5.68,0
70150.15,38,0.0,0.0,0.4982,7,1,1.38,14053.13,6.13,1
44389.98,21,16785.37,0.3781,0.1218,2,1,8.78,19257.39,5.52,1
43483.64,50,12944.92,0.2977,0.1152,5,1,9.51,7269.17,5.29,1
49498.97,53,16048.7,0.3242,0.2995,2,2,11.47,3471.42,4.59,1
12000.0,44,14807.35,1.2339,0.4057,3,1,7.54,16027.17,9.95,0
24696.18,34,46002.88,1.8628,0.0609,4,3,12.81,24630.77,4.86,0
82337.49,56,0.0,0.0,0.3988,3,1,12.46,27921.47,5.53,1
87899.35,25,0.0,0.0,0.3524,4,0,6.72,24122.9,4.08,1
50019.28,31,18988.52,0.3796,0.3762,5,0,9.19,11605.06,2.06,0
66531.14,44,10482.93,0.1576,0.1792,2,1,14.82,4794.21,7.48,1
61225.0,51,18792.81,0.3069,0.5211,5,1,3.93,16861.55,5.65,0
116577.62,33,22006.6,0.1888,0.0834,8,2,7.43,11435.03,3.65,1
77391.5,36,30409.26,0.3929,0.3219,4,0,5.61,10406.51,7.86,1
52441.65,44,0.0,0.0,0.3957,5,2,9.44,27204.7,12.08,1
35889.19,33,8319.39,0.2318,0.1296,4,0,10.48,23083.58,2.23,1
22871.07,44,20145.14,0.8808,0.0575,3,0,16.95,17095.03,7.07,0
59069.27,46,24245.56,0.4105,0.5824,5,3,3.08,11228.34,4.53,0
39872.99,22,41321.39,1.0363,0.4263,5,5,2.18,12060.56,4.0,0
26554.93,36,26468.45,0.9967,0.3999,3,2,9.79,500.0,18.16,0
42068.54,58,14318.54,0.3404,0.2503,3,4,10.82,20368.23,4.6,0
33369.04,21,4314.77,0.1293,0.3103,7,2,6.84,22378.22,5.49,0
88742.83,31,8228.52,0.0927,0.2807,3,0,9.12,5884.1,5.49,1
72632.8,55,7887.57,0.1086,0.4364,6,1,7.68,6975.86,1.95,0
54840.55,63,22862.8,0.4169,0.2755,2,1,10.15,19801.22,1.65,0
84598.88,49,18083.97,0.2138,0.1328,4,3,5.83,9404.82,4.62,0
56547.37,57,0.0,0.0,0.126,3,1,14.34,21085.0,1.66,1
37774.32,37,9769.18,0.2586,0.512,2,0,4.5,5744.48,2.78,1
85462.48,59,25530.57,0.2987,0.0819,5,0,14.3,9505.27,3.58,1
65778.2,62,19219.95,0.2922,0.3915,3,2,7.58,16148.82,2.06,1
34255.08,48,21823.74,0.6371,0.1851,1,1,20.59,9410.51,15.11,1
51193.23,49,19595.06,0.3828,0.039,3,0,11.55,8947.93,3.1,1
37487.63,63,34517.17,0.9208,0.398,3,1,7.17,8768.02,10.65,0
27344.01,23,17832.52,0.6522,0.3591,2,1,7.13,17559.89,2.5,0
73523.55,30,10367.73,0.141,0.2568,5,2,14.11,19703.23,9.07,1
93188.33,62,4010.94,0.043,0.1877,1,3,13.04,15942.01,3.01,1
27028.65,34,17995.31,0.6658,0.568,5,0,11.94,6419.55,14.64,0
66259.38,32,0.0,0.0,0.2853,3,1,11.45,22943.06,9.28,1
41987.15,62,12788.53,0.3046,0.2239,3,1,4.39,14042.74,10.88,1
45257.49,50,12529.92,0.2769,0.1124,5,0,19.51,20404.26,16.6,1
43152.12,52,0.0,0.0,0.1194,2,3,7.51,1679.24,20.15,1
37720.18,52,3860.81,0.1024,0.4021,6,2,14.16,21340.12,5.43,1
55970.43,62,24715.89,0.4416,0.2212,4,1,4.5,9021.49,4.23,0
38381.0,52,17768.54,0.463,0.0114,6,0,6.34,8460.61,5.56,1
60409.14,46,16221.46,0.2685,0.1704,2,1,6.84,15241.86,3.55,0
53995.24,21,18676.17,0.3459,0.4507,6,1,11.46,500.0,7.64,0
50221.04,62,16111.53,0.3208,0.3726,4,1,10.61,14799.45,5.78,0
36848.73,22,29914.35,0.8118,0.1909,11,4,4.32,9786.19,2.83,0
43464.57,37,16481.15,0.3792,0.6533,8,2,9.74,23312.71,2.81,0
70107.82,50,0.0,0.0,0.1073,4,2,8.36,14170.0,6.02,1
65018.34,59,34561.56,0.5316,0.0909,3,1,21.79,4054.3,6.53,1
35448.9,27,19444.08,0.5485,0.0822,3,3,7.29,5590.71,10.78,0
56986.65,47,7928.96,0.1391,0.1536,4,3,9.7,500.0,8.29,1
70027.74,29,0.0,0.0,0.3759,2,1,18.45,31430.61,4.79,1
21611.89,42,19750.97,0.9139,0.1845,3,0,9.29,500.0,3.94,0
65867.2,54,13593.94,0.2064,0.2396,3,1,8.81,7674.84,4.39,1
41747.52,21,33889.76,0.8118,0.0565,3,2,5.81,17930.18,2.13,0
66411.97,29,10849.11,0.1634,0.5111,1,0,4.21,23740.21,13.0,0
39734.82,40,4951.43,0.1246,0.4585,7,2,8.51,26433.73,2.43,0
18902.36,39,25749.55,1.3622,0.2268,7,1,14.7,11203.12,4.29,0
22449.15,56,26103.38,1.1628,0.2256,5,1,3.6,16018.34,5.19,0
55961.7,60,17023.82,0.3042,0.2684,4,0,8.85,9556.16,1.53,1
60194.45,24,23116.28,0.384,0.3079,1,1,14.54,500.0,4.25,1
36913.67,29,14547.75,0.3941,0.2879,3,1,3.94,3636.83,5.6,0
67771.85,61,17806.38,0.2627,0.3069,3,0,5.09,500.0,5.56,1
21769.6,42,28979.89,1.3312,0.237,4,1,9.09,14528.62,4.88,0
53678.4,38,22503.82,0.4192,0.1203,3,4,9.06,9262.05,11.93,0
30779.68,32,12968.71,0.4213,0.3096,3,1,12.39,10500.02,4.6,0
41963.28,62,31228.35,0.7442,0.202,3,2,5.41,17377.51,3.37,0
55947.97,63,0.0,0.0,0.2785,1,1,15.84,13979.63,4.1,1
37791.73,59,39624.88,1.0485,0.0813,8,3,8.24,17298.78,6.74,0
47308.89,29,0.0,0.0,0.2115,5,1,6.6,26492.3,7.17,0
75125.86,26,7474.89,0.0995,0.1541,6,3,18.22,5646.8,5.37,1
43462.16,39,14508.99,0.3338,0.3746,8,2,14.42,500.0,5.44,1
71713.84,27,13242.23,0.1847,0.2915,2,1,5.88,7357.41,3.99,0
32405.86,36,27076.93,0.8356,0.1666,5,1,11.17,10346.49,3.94,0
65596.08,25,2305.96,0.0352,0.1819,5,1,11.17,15484.87,4.41,0
83831.37,36,18129.2,0.2163,0.3356,1,0,12.54,17792.77,7.52,1
12000.0,21,8061.45,0.6718,0.3233,4,0,10.85,3483.16,8.63,0
39062.09,57,18541.69,0.4747,0.262,7,1,21.73,2299.44,6.73,1
66541.44,59,14222.73,0.2137,0.3525,5,2,12.57,22916.02,13.8,1
50939.09,39,16115.23,0.3164,0.4731,3,1,10.55,14549.36,0.61,0
62422.92,57,8400.9,0.1346,0.1531,5,1,11.49,14826.51,14.48,1
42920.3,37,8879.23,0.2069,0.0738,2,0,10.93,14114.66,10.73,1
56731.8,46,18447.27,0.3252,0.3676,2,1,24.92,13183.13,9.47,1
51886.46,42,26324.59,0.5073,0.178,5,3,10.82,10203.31,3.25,0
78355.64,28,7820.65,0.0998,0.357,4,2,15.46,6327.85,5.77,0
60088.42,53,4574.79,0.0761,0.3878,4,1,12.03,7684.14,6.55,1
61752.05,22,22361.52,0.3621,0.309,4,2,6.14,29329.0,5.56,1
46762.46,50,14609.95,0.3124,0.1711,1,1,8.86,26435.34,9.39,0
45247.88,40,24965.98,0.5518,0.0296,9,2,11.39,19417.12,8.73,0
46348.84,38,4130.43,0.0891,0.1037,2,0,12.94,11462.4,10.12,1
62889.04,63,0.0,0.0,0.1279,5,1,11.61,16522.01,2.3,0
46580.31,30,8603.95,0.1847,0.3346,5,2,24.55,605.68,5.56,1
60795.5,44,5803.77,0.0955,0.5243,2,1,4.1,19971.92,8.0,1
96508.02,24,14054.54,0.1456,0.1321,2,1,10.25,10077.66,8.97,1
72422.49,57,7357.86,0.1016,0.2946,3,3,5.28,12122.84,11.56,1
48479.53,24,23892.2,0.4928,0.2131,5,0,6.66,12784.01,3.3,0
79024.28,33,11542.2,0.1461,0.146,11,1,7.28,10567.44,9.65,1
46838.49,45,16805.69,0.3588,0.3961,6,3,3.88,18429.63,5.31,0
14237.51,33,16891.61,1.1864,0.4602,3,0,10.2,24758.41,1.78,0
34838.27,38,17339.46,0.4977,0.3032,4,1,4.69,18855.81,2.43,0
17584.16,44,14710.45,0.8366,0.3731,3,3,9.88,12527.38,4.28,0
47969.73,22,21127.21,0.4404,0.2973,4,0,14.41,3471.79,3.89,0
55368.37,53,5452.14,0.0985,0.2531,1,3,15.39,12316.43,5.0,1
88528.75,39,31793.02,0.3591,0.4933,3,1,8.18,11382.11,1.27,1
61538.55,29,12161.55,0.1976,0.1142,3,1,7.2,18595.82,5.31,1
50617.99,48,0.0,0.0,0.1209,2,0,5.92,6843.52,3.61,1
71588.11,55,17256.88,0.2411,0.0293,3,1,3.41,4895.44,6.91,1
12000.0,59,4785.83,0.3988,0.3321,5,1,6.24,14387.16,4.54,0
59712.29,30,22984.01,0.3849,0.3711,2,1,7.08,19363.01,7.89,1
70417.3,21,41515.27,0.5896,0.2731,3,1,13.74,13223.36,3.37,0
25428.28,62,5561.13,0.2187,0.3206,7,0,17.5,19730.77,0.68,0
77875.08,41,18988.47,0.2438,0.15,3,1,9.35,1792.7,4.29,0
61769.93,29,0.0,0.0,0.1995,5,0,12.56,15788.16,1.68,1
46694.24,35,20446.86,0.4379,0.2222,2,1,21.32,1744.96,7.86,0
67655.64,55,4371.43,0.0646,0.1213,2,2,19.16,33338.52,2.53,1
100413.86,25,7501.98,0.0747,0.1254,6,2,5.36,22726.14,3.09,1
58637.33,61,1784.56,0.0304,0.2968,3,2,9.93,15079.99,7.71,0
59964.41,42,23785.81,0.3967,0.1399,7,0,6.48,500.0,3.34,0
45812.78,61,27087.65,0.5913,0.3536,2,0,17.37,999.37,3.75,0
38003.11,43,15280.62,0.4021,0.4942,5,2,4.58,27163.4,5.21,1
71606.72,27,4626.88,0.0646,0.2172,2,2,3.79,2739.06,4.87,1
37878.32,43,34074.28,0.8996,0.2701,7,1,2.75,16001.11,5.66,0
56431.32,64,5995.08,0.1062,0.0802,4,0,9.25,26586.66,3.71,1
45446.85,45,0.0,0.0,0.1117,4,1,10.34,12847.42,8.88,1
64579.6,47,20500.67,0.3174,0.0883,4,0,13.11,2440.11,5.66,0
61673.24,61,1742.7,0.0283,0.2931,6,5,9.78,500.0,4.08,1
75750.8,26,26863.31,0.3546,0.3792,6,0,21.99,15062.7,4.25,1
44799.67,54,10426.35,0.2327,0.1445,6,0,13.61,3168.31,3.08,1
49602.5,29,22244.56,0.4485,0.4462,8,1,8.68,12018.3,4.45,0
35424.73,53,31818.0,0.8982,0.4956,5,2,8.36,3477.28,2.4,0
46114.13,26,493.69,0.0107,0.2387,5,1,10.4,7188.46,1.94,1
62546.01,57,8208.75,0.1312,0.2904,6,1,3.18,7444.75,7.21,1
70139.77,51,14091.95,0.2009,0.25,3,2,8.03,9910.14,6.73,1
36556.69,54,33450.62,0.915,0.2772,6,2,8.55,6076.81,11.23,0
72392.12,61,7099.41,0.0981,0.0389,4,2,9.32,14278.25,6.19,1
82112.76,49,7865.96,0.0958,0.2357,4,0,11.25,19978.55,1.13,1
63268.7,34,20737.69,0.3278,0.0186,5,1,12.69,9118.22,4.95,1
92535.92,56,8073.26,0.0872,0.4306,4,2,24.67,14086.84,12.83,1
39524.22,56,16830.31,0.4258,0.4219,5,2,8.44,4518.11,3.52,1
30106.91,35,0.0,0.0,0.2182,3,1,6.95,500.0,5.36,0
19425.6,28,41571.96,2.1401,0.5305,3,1,7.7,15213.48,4.25,0
84920.89,46,0.0,0.0,0.6007,5,1,6.71,19037.07,9.38,1
68087.31,56,11138.97,0.1636,0.2052,3,1,5.59,500.0,4.2,0
53888.31,41,14610.23,0.2711,0.3932,4,3,11.12,11269.42,3.18,0
60599.37,48,37952.26,0.6263,0.5094,5,1,13.9,15457.89,2.15,0
32490.22,24,0.0,0.0,0.175,3,2,2.89,14314.76,7.8,1
103915.04,36,38804.45,0.3734,0.0809,3,1,3.06,7279.25,7.64,0
57584.42,42,24086.12,0.4183,0.293,3,4,3.87,12380.62,7.52,0
57187.9,32,20005.14,0.3498,0.3058,5,1,9.76,19411.07,6.42,0
69515.33,36,3184.4,0.0458,0.3033,2,1,6.32,5121.33,3.54,1
64620.18,60,21853.69,0.3382,0.1836,5,1,12.67,24438.91,7.14,1
59477.68,58,6318.16,0.1062,0.2061,1,0,8.57,896.64,1.81,1
39190.51,62,30199.94,0.7706,0.0504,3,3,6.97,19182.21,14.07,0
64429.37,57,3347.26,0.052,0.2734,3,1,6.56,12431.97,3.83,1
92640.49,49,13642.1,0.1473,0.538,4,2,15.58,7881.81,1.02,1
81908.4,38,8336.72,0.1018,0.3644,4,2,6.9,500.0,8.34,0
86863.73,30,3149.72,0.0363,0.0713,4,1,6.59,21521.55,7.55,1
44775.69,62,23895.84,0.5337,0.1553,4,0,7.17,4527.31,4.02,0
35207.9,59,21425.5,0.6085,0.18,5,3,12.06,11760.16,2.26,0
52484.26,38,29508.12,0.5622,0.4371,6,0,16.21,15768.25,6.31,1
56114.5,21,0.0,0.0,0.6261,5,2,6.59,31033.91,7.02,0
76883.83,59,27770.05,0.3612,0.1085,8,0,6.67,9154.59,12.61,1
21150.71,41,45065.39,2.1307,0.3467,2,0,16.29,12408.43,3.77,0
85591.01,21,9580.31,0.1119,0.3846,2,0,6.17,15312.55,3.68,1
51839.84,35,37741.78,0.728,0.0469,1,0,4.32,12931.35,3.21,0
46462.38,24,11842.06,0.2549,0.1486,2,1,12.19,5909.85,10.38,1
34757.91,40,0.0,0.0,0.5002,3,1,11.29,23882.51,5.85,0
21902.87,30,11332.41,0.5174,0.0304,3,1,7.4,8312.51,5.78,0
71463.41,43,27578.45,0.3859,0.1026,2,3,14.86,15745.01,3.84,0
56466.36,61,4941.88,0.0875,0.6143,8,0,3.8,10264.88,8.64,0
29200.78,54,7795.94,0.267,0.3153,6,1,19.97,7153.23,2.01,1
29098.42,53,22122.47,0.7603,0.1489,1,0,9.83,20385.94,7.7,0
48284.31,54,15036.72,0.3114,0.1924,4,1,25.52,14103.57,8.25,1
88380.43,59,22015.48,0.2491,0.3677,2,1,10.81,500.0,3.1,1
49808.17,30,17853.95,0.3585,0.4872,7,2,3.61,14382.0,0.8,0
24937.14,40,20755.5,0.8323,0.4771,5,4,9.3,6983.28,4.58,0
50085.14,21,9812.39,0.1959,0.0897,3,1,10.0,500.0,1.39,1
49545.53,33,17780.77,0.3589,0.2565,2,1,4.19,19652.34,3.64,1
12000.0,21,3871.52,0.3226,0.1614,3,1,7.37,5891.56,7.45,0
53914.1,25,30461.2,0.565,0.1444,4,5,7.19,14098.9,8.72,0
50381.31,36,7388.7,0.1467,0.251,3,0,10.17,19358.56,4.08,1
68924.13,35,28546.17,0.4142,0.3578,3,0,13.0,10060.27,1.47,0
91979.12,48,12196.72,0.1326,0.1243,6,1,19.88,14009.66,4.4,1
77531.3,51,17423.99,0.2247,0.1339,4,0,14.8,6553.6,8.98,1
49622.23,43,9060.43,0.1826,0.2291,6,3,8.8,20831.39,2.19,1
32869.48,63,2808.05,0.0854,0.5144,3,0,9.86,10546.03,2.01,1
106467.2,37,0.0,0.0,0.304,7,0,11.18,16299.8,3.37,1
56184.37,54,2336.11,0.0416,0.1156,4,0,12.95,24043.16,5.11,1
55278.59,33,11113.09,0.201,0.4994,6,2,8.33,500.0,3.84,0
54517.5,34,17542.55,0.3218,0.2339,1,0,6.96,6518.52,5.66,1
58961.7,31,27124.55,0.46,0.2677,5,3,15.85,10617.76,1.93,1
52112.79,48,9650.91,0.1852,0.2968,6,2,20.38,13020.92,8.07,1
43526.76,62,4416.47,0.1015,0.1465,10,1,23.46,16923.1,2.56,0
44062.82,52,0.0,0.0,0.115,4,2,11.26,21766.49,6.78,1
54344.93,55,20760.76,0.382,0.0294,9,3,12.28,6036.72,1.37,0
44131.5,51,31598.33,0.716,0.0217,3,0,10.2,10386.33,1.01,0
40743.08,37,30195.96,0.7411,0.3732,7,0,15.66,20974.26,3.74,0
57128.6,29,23519.19,0.4117,0.2106,2,1,11.96,14704.14,6.8,0
49900.46,30,22662.52,0.4542,0.0036,5,0,10.1,500.0,6.97,0
85079.86,28,35371.49,0.4157,0.6224,3,4,4.59,500.0,6.8,0
12000.0,41,18984.98,1.5821,0.3769,4,0,2.46,8087.86,4.07,0
76830.14,33,22753.56,0.2962,0.2033,7,1,5.04,16416.04,2.17,0
79921.7,25,11150.59,0.1395,0.5818,3,0,15.24,16266.68,4.11,1
13532.2,26,0.0,0.0,0.3637,8,2,8.39,4854.73,9.18,0
48146.25,50,6793.81,0.1411,0.2409,3,1,15.9,17308.67,2.71,1
47571.18,51,14890.09,0.313,0.0611,1,2,8.13,14015.45,3.44,0
26849.77,37,15729.42,0.5858,0.228,4,1,10.61,3349.36,11.11,0
39443.67,31,38115.43,0.9663,0.2477,4,1,2.41,7188.52,6.15,0
32788.48,40,15975.33,0.4872,0.1648,3,1,8.75,500.0,3.67,0
90045.41,29,29146.12,0.3237,0.2877,4,5,5.86,2472.5,5.98,1
73713.57,22,9779.07,0.1327,0.4199,4,1,7.07,500.0,4.19,1
80431.1,57,11259.89,0.14,0.2267,4,0,15.27,500.0,13.75,1
69433.44,21,0.0,0.0,0.0643,2,0,4.56,25434.54,7.13,1
32418.96,24,6092.06,0.1879,0.1275,2,2,15.8,8799.43,6.17,1
44509.59,56,21323.78,0.4791,0.6439,3,2,8.14,500.0,1.51,0
64787.49,45,15090.72,0.2329,0.0495,1,0,10.53,15349.89,2.63,1
